"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024"
45,1971,"Male",125,"Married (w/kids)","High School Diploma","No","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","End","No","Yes","Circumstances","No","No","No","No","No","TMI","No","Yes","Tunes","Technology","Yes","Yes","Yes","No","Yes",NA,NA,"Mac","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","No","Yes","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No",NA,NA,NA,NA,"No","Yes","Yes","No","Yes","Yes","Yes","Yes"
46,1969,"Female",125,"Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","Yes","No","Science","Study first","No","No","No","No","Giving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","No","End","Yes","Yes","Me","No","No","No","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Cautious","Yes","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No"
47,1997,"Male",170,"Married (w/kids)","Current K-12",NA,"Yes","No",NA,NA,NA,"Private","No",NA,NA,"Yes","No",NA,"Yes","Science","Try first",NA,NA,NA,"No","Giving",NA,"No",NA,NA,"No",NA,"Standard hours",NA,"Happy","No","Yes",NA,"No","P.M.",NA,NA,NA,"Yes",NA,"Yes","Yes",NA,"No",NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","No","No","Supportive","No","Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pessimist","Mom",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA
48,1980,"Male",NA,"Married (no kids)","Bachelor's Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","No","Yes","Receiving","No","Yes","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","No","Yes","Circumstances","No","Yes","Yes","No","No","Mysterious","Yes","No","Talk","People","No","No","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No",NA,NA,NA,NA,"In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Own","Pessimist","Mom","Yes","No","No","No","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No"
49,1980,"Female",37.5,"Single (w/kids)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PC",NA,"Cautious","No","Yes!","Yes","Space","No","Online","Yes",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1955,"Male",87.5,"Married (w/kids)","High School Diploma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Supportive",NA,"Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Yes","No","Own",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1979,"Male",125,"Married (w/kids)","Doctoral Degree","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes"
52,1983,"Female",NA,"Single (no kids)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","No","Yes","Me","No",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Demanding","No","Mac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,1976,"Male",37.5,"Single (w/kids)",NA,"Yes","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","No","Science","Study first","Yes","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","Yes","Happy","No","No","Yes","No","A.M.","Yes",NA,"No","No",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","No",NA,NA,"No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rent","Pessimist","Mom","No","No","No","Yes",NA,NA,NA,"No","Yes","Yes","Yes","Yes","No","No","Yes"
54,1961,"Female",125,"Married (w/kids)",NA,NA,"No","No","Yes","No","No","Private","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","No","No","A.M.","Yes","End","Yes","No","Me","No","Yes","No","Yes","No","TMI","Yes","Yes","Talk","Technology","No","Yes","No","No","Yes","Supportive","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No"
55,1995,"Male",170,"Single (no kids)","Current Undergraduate","No","Yes","No","No","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","No","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes"
57,1997,"Male",125,"Single (no kids)","Current K-12",NA,"Yes","No","No","Yes","Yes","Private","Yes","Yes","No",NA,"Yes","Yes",NA,NA,NA,"Yes",NA,"No",NA,"Giving",NA,"Yes",NA,NA,"Yes",NA,"Odd hours",NA,"Happy","Yes","No","No","Yes","P.M.",NA,"End","Yes","Yes",NA,"Yes",NA,"No",NA,"Yes",NA,"No",NA,NA,"Technology","Yes",NA,NA,NA,"Yes","Supportive",NA,NA,"No",NA,"No","Yes!","No","Socialize","Yes","Online","No",NA,"Yes","Yes","Grrr people","Yes","No","Yes",NA,NA,"Yes",NA,"Yes",NA,"No","No","No","Own",NA,NA,"Yes",NA,"Yes","Yes",NA,"Yes","No","Yes","Yes",NA,"No","Yes",NA,"Yes","Yes"
58,1990,"Male",62.5,"Single (no kids)",NA,NA,"Yes","No","No","No","Yes","Public","No","No","No","Yes","No","No","Yes","Art","Try first","Yes","No","No","No","Receiving","No","No","Idealist","No","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","Yes","End","No","No","Me","No",NA,NA,NA,"No","TMI","No","No","Tunes","People",NA,NA,NA,NA,"Yes","Demanding","Yes","Mac","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes",NA,"Yes","Yes","Yes","No","Rent","Pessimist","Mom","No","Yes","No",NA,"Check!","No","No","No","Yes",NA,"Yes","Yes","Yes","No","No"
59,1958,"Male",62.5,"Single (no kids)","High School Diploma",NA,"No","No","Yes","Yes","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","No","No","No","A.M.",NA,"Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes",NA,"No",NA,NA,NA,NA,"In-person","No","No","Yes","Yes","Grrr people","Yes",NA,NA,"No","No","No","No","No","Yes","No","Yes","No","Rent","Pessimist","Dad","No","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No"
60,1991,"Male",12,"Single (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","No","Yes","No","P.M.","Yes","Start","No","Yes","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","No","Own","Pessimist","Mom","No","No","No","Yes","Check!","Yes","No","No","No","Yes","No","Only-child","No","Yes","Yes"
61,1984,"Female",87.5,"Single (no kids)","Bachelor's Degree","No","Yes","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Me","No","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","Yes","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","No","No","Yes","Grrr people","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","No","Yes","No","No","No"
63,1990,"Female",37.5,"Single (no kids)","Bachelor's Degree",NA,"No","No","No","Yes","No","Public","No","Yes","No","No","Yes","Yes",NA,NA,"Study first","Yes","No","No","No","Giving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","No","No","Yes","Yes","Yes","TMI","No","No","Talk","People","No","Yes","Yes","No",NA,NA,NA,NA,NA,"Cautious",NA,"Yes!","No","Space","No","In-person","No","No","Yes","No","Grrr people","No","No","Yes","Yes","Yes",NA,"No","Yes","No","No","No","No",NA,"Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
64,1996,"Male",12,"Single (no kids)",NA,"Yes","No","No","No","No","Yes","Public","No","No","No","Yes","Yes","Yes","Yes","Science","Try first","No","Yes","No","No","Receiving","No","No","Idealist","Yes","No","Cool headed","Standard hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","No","Yes","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Grrr people","No","No","No","No","No",NA,"No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
65,1955,"Male",125,"Married (no kids)","Associate's Degree","No","No","No","No","No","Yes","Public","No","Yes","No","No","No","No","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","No","P.M.","No","End","Yes","Yes","Me","No","No","No","No","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","No","Demanding","No","PC","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","No","Yes","Yes","No","Yay people!","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Own","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No"
66,1970,"Female",62.5,"Married (w/kids)","Bachelor's Degree","No","No","No","Yes","Yes","Yes","Public","Yes","Yes","No","Yes","No","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","Online","Yes","No","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","Yes","No","No","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","Yes","Yes","No"
67,1969,"Male",125,"Married (w/kids)","High School Diploma",NA,"Yes","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science",NA,NA,NA,"No",NA,"Giving","No","Yes","Pragmatist","Yes","No","Cool headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","No","No","Yes","No","Yes","TMI","No","No","Tunes","People","Yes","No","Yes","Yes","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","No","Yay people!","Yes","Yes","Yes","No","No","No","No","No","No","No","No",NA,"Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","Yes",NA
69,1944,"Male",170,"Married (w/kids)","Doctoral Degree","Yes","No","No","No","No","Yes","Public","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No",NA,"No","Yes","Talk","Technology","Yes","No","Yes","No","Yes","Supportive","No","PC",NA,"Cautious",NA,"Umm...","No","Space","No",NA,"No","Yes","Yes","Yes","Yay people!","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No","Own","Optimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes"
70,1958,"Male",87.5,"Married (w/kids)","Current K-12","No","No","No","Yes","No","Yes","Public","No","Yes","No","No","No","No","No","Science","Try first","Yes","No","No","No","Giving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Right","Yes","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","Me","Yes","No","No","Yes","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Socialize","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes"
71,1975,"Male",87.5,"Domestic Partners (w/kids)","Bachelor's Degree",NA,"Yes","No","Yes","No","Yes","Public","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","Yes","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes"
73,1982,"Female",NA,"Single (no kids)","Bachelor's Degree",NA,"Yes","No","No","No","No","Public",NA,"Yes","No","Yes",NA,"Yes",NA,"Art",NA,"Yes","No","Yes","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"P.M.",NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"TMI",NA,NA,NA,NA,NA,"No",NA,"No","Yes","Supportive","No","Mac",NA,"Cautious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,"Optimist","Dad",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Yes","Yes",NA,NA
75,1973,"Female",87.5,"Single (no kids)","Master's Degree",NA,"No","No","Yes","No","Yes","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","No","No","No","Yes","No","Mysterious","No","No","Tunes","People",NA,"Yes",NA,"No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","No","Grrr people","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","No",NA,"Yes","Yes","No","No"
76,1959,"Male",125,"Married (no kids)","Bachelor's Degree",NA,"No","No","Yes","No","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","No","No","No","Yes","No","Supportive","No","Mac","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","Yes","Yes",NA,NA,"Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes",NA
77,1987,"Male",87.5,"Domestic Partners (no kids)","High School Diploma","Yes","No","No","Yes","Yes","No","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Own","Optimist","Dad","No","No","No","Yes","Nope","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes"
78,1959,"Male",170,"Married (w/kids)","Master's Degree","No","No","No","Yes","No","Yes","Public","No","No","No","No","No","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Pragmatist","No","Yes",NA,NA,"Yes","Right","Yes","Yes","No","No","P.M.","Yes",NA,"Yes","Yes",NA,"Yes","No","Yes","No","No","Mysterious","No","Yes","Talk","People","Yes","No","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","No","Yes","No","Yes","Yes","Yes","Yes"
79,1994,"Male",87.5,NA,"High School Diploma","No","Yes","No","Yes","No","Yes","Public","No","No","No","No","Yes","No","Yes","Art","Study first","No","No","Yes","No","Receiving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","Yes","No","Yes","No","Demanding","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","Yes","No","Yes","No","Grrr people","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
82,1959,"Male",87.5,"Married (w/kids)","Associate's Degree",NA,"Yes","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Art","Try first","No","Yes","No","No","Receiving","Yes","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","No","No","Talk","People","No","Yes","Yes",NA,"No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","No"
83,1991,"Male",NA,"Single (no kids)","Current Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,"Yes",NA,"Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mysterious",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cautious",NA,"Yes!","No",NA,"No","In-person","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1966,"Male",62.5,"Married (w/kids)",NA,"Yes","Yes","No","Yes","No","No","Public","No","Yes","No","No","No","Yes",NA,"Science","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","Yes","Happy","Yes","No","Yes","No","A.M.","Yes","Start","Yes","Yes","Circumstances","No","No","No","No","No","Mysterious","No","No","Tunes","People","Yes","No","Yes","No","No","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Own","Optimist","Mom","Yes",NA,NA,NA,"Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No"
